stationId,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
gucheng_aq,2017-01-10 22:00:00,24.0,31.0,54.0,1.1,11.0,8.0
gucheng_aq,2017-01-10 23:00:00,24.0,49.0,61.0,1.3,6.0,9.0
gucheng_aq,2017-01-11 00:00:00,33.0,96.0,69.0,2.1,4.0,12.0
gucheng_aq,2017-01-11 01:00:00,37.0,107.0,66.0,1.8,6.0,12.0
gucheng_aq,2017-01-11 02:00:00,62.0,121.0,90.0,3.1,7.0,30.0
gucheng_aq,2017-01-11 03:00:00,71.0,114.0,102.0,3.5,9.0,33.0
gucheng_aq,2017-01-11 04:00:00,85.0,158.0,110.0,3.3,10.0,31.0
gucheng_aq,2017-01-11 05:00:00,99.0,129.0,108.0,3.287951807228916,21.0,35.0
gucheng_aq,2017-01-11 06:00:00,76.0,96.0,78.0,3.275903614457832,30.0,32.0
gucheng_aq,2017-01-11 07:00:00,94.0,119.0,85.0,3.263855421686747,26.0,47.0
gucheng_aq,2017-01-11 08:00:00,88.0,114.0,94.0,3.2518072289156623,17.0,82.0
gucheng_aq,2017-01-11 09:00:00,82.0,118.0,87.0,3.2397590361445783,27.0,54.0
gucheng_aq,2017-01-11 10:00:00,90.0,153.0,112.0,3.227710843373494,13.0,37.0
gucheng_aq,2017-01-11 11:00:00,101.0,181.0,110.0,3.2156626506024093,4.0,36.0
gucheng_aq,2017-01-11 12:00:00,120.0,234.0,107.0,3.2036144578313253,18.0,35.0
gucheng_aq,2017-01-11 13:00:00,59.0,67.0,95.0,3.1915662650602408,11.0,22.0
gucheng_aq,2017-01-11 14:00:00,34.0,45.0,50.0,3.1795180722891563,36.0,22.0
gucheng_aq,2017-01-11 15:00:00,32.0,32.0,40.0,3.167469879518072,46.0,18.0
gucheng_aq,2017-01-11 16:00:00,30.0,41.0,37.0,3.155421686746988,45.0,12.0
gucheng_aq,2017-01-11 17:00:00,29.0,24.0,44.0,3.143373493975904,35.0,19.0
gucheng_aq,2017-01-11 18:00:00,25.0,24.0,33.0,3.1313253012048192,51.0,20.0
gucheng_aq,2017-01-11 19:00:00,24.0,29.0,35.0,3.1192771084337347,37.0,9.0
gucheng_aq,2017-01-11 20:00:00,28.0,23.0,32.0,3.1072289156626502,49.0,21.0
gucheng_aq,2017-01-11 21:00:00,27.0,29.0,19.0,3.095180722891566,47.0,9.0
gucheng_aq,2017-01-11 22:00:00,25.0,29.0,15.0,3.0831325301204817,54.0,8.0
gucheng_aq,2017-01-11 23:00:00,30.0,46.0,29.0,3.071084337349397,45.0,19.0
gucheng_aq,2017-01-12 00:00:00,25.0,51.0,44.0,3.059036144578313,41.0,20.0
gucheng_aq,2017-01-12 01:00:00,20.0,64.0,40.0,3.0469879518072287,47.0,9.0
gucheng_aq,2017-01-12 02:00:00,21.0,53.0,36.0,3.0349397590361447,50.0,11.0
gucheng_aq,2017-01-12 03:00:00,31.0,83.0,44.0,3.02289156626506,47.0,20.0
gucheng_aq,2017-01-12 04:00:00,79.0,115.0,62.0,3.010843373493976,48.0,35.0
gucheng_aq,2017-01-12 05:00:00,95.0,127.0,80.0,3.619999999999999,36.0,40.0
gucheng_aq,2017-01-12 10:00:00,138.0,184.0,100.0,2.7816901408450705,20.0,30.0
gucheng_aq,2017-01-12 11:00:00,162.0,197.0,113.0,2.766901408450704,19.0,35.0
gucheng_aq,2017-01-12 12:00:00,157.0,216.0,127.0,2.752112676056338,18.0,26.0
gucheng_aq,2017-01-12 13:00:00,106.0,123.5,87.0,2.737323943661972,33.0,23.0
gucheng_aq,2017-01-12 14:00:00,19.0,31.0,27.0,2.722535211267606,67.0,14.0
gucheng_aq,2017-01-12 15:00:00,20.0,56.0,23.0,2.7077464788732395,57.0,13.0
gucheng_aq,2017-01-12 16:00:00,20.0,31.0,20.0,2.692957746478873,58.0,12.0
gucheng_aq,2017-01-12 17:00:00,12.0,28.0,20.0,2.678169014084507,65.0,12.0
gucheng_aq,2017-01-12 18:00:00,8.0,25.0,19.0,2.6633802816901406,63.0,9.0
gucheng_aq,2017-01-12 19:00:00,12.0,53.0,10.0,2.648591549295775,65.0,13.0
gucheng_aq,2017-01-12 20:00:00,6.0,37.5,26.0,2.6338028169014085,50.0,10.0
gucheng_aq,2017-01-12 21:00:00,14.0,22.0,17.0,2.619014084507042,69.0,12.0
gucheng_aq,2017-01-12 22:00:00,13.0,25.0,25.0,2.604225352112676,52.0,11.0
gucheng_aq,2017-01-12 23:00:00,15.0,17.0,31.0,2.5894366197183096,56.0,5.0
gucheng_aq,2017-01-13 00:00:00,8.0,30.0,44.0,2.574647887323944,39.0,12.0
gucheng_aq,2017-01-13 03:00:00,22.0,28.0,30.0,2.559859154929577,49.0,8.5
gucheng_aq,2017-01-13 04:00:00,2.0,5.0,26.0,2.545070422535211,53.0,1.0
gucheng_aq,2017-01-18 02:00:00,29.0,57.0,54.0,1.3,16.0,19.0
gucheng_aq,2017-01-18 03:00:00,27.0,51.0,50.0,1.1,21.0,19.0
gucheng_aq,2017-01-18 04:00:00,30.0,42.0,45.0,1.1,26.0,18.0
gucheng_aq,2017-01-18 05:00:00,30.0,41.0,40.0,0.9,31.0,14.0
gucheng_aq,2017-01-18 06:00:00,40.0,60.0,48.0,0.9,27.0,12.0
gucheng_aq,2017-01-18 07:00:00,52.0,91.0,53.0,0.1,26.0,16.0
gucheng_aq,2017-01-18 08:00:00,85.0,137.0,69.0,1.3,20.0,22.0
gucheng_aq,2017-01-18 09:00:00,98.0,139.0,74.0,1.4,18.0,22.0
gucheng_aq,2017-01-18 10:00:00,97.0,138.0,89.0,1.6,7.0,28.0
gucheng_aq,2017-01-18 11:00:00,74.0,107.0,86.0,1.4,5.0,22.0
gucheng_aq,2017-01-18 12:00:00,67.0,105.0,84.0,1.3,4.0,24.0
gucheng_aq,2017-01-18 13:00:00,65.0,110.0,84.0,1.4,4.0,21.0
gucheng_aq,2017-01-18 14:00:00,70.0,118.0,86.0,1.5,4.0,29.0
gucheng_aq,2017-01-18 15:00:00,74.0,136.0,86.0,1.6,4.0,29.0
gucheng_aq,2017-01-18 16:00:00,79.0,111.0,81.0,1.6,4.0,25.0
gucheng_aq,2017-01-18 17:00:00,83.0,122.0,85.0,1.8,4.0,30.0
gucheng_aq,2017-01-18 18:00:00,109.0,150.0,93.0,2.5,5.0,40.0
gucheng_aq,2017-01-18 19:00:00,111.0,153.0,93.0,2.6,4.0,41.0
gucheng_aq,2017-01-18 20:00:00,101.0,121.0,90.0,2.7,3.0,37.0
gucheng_aq,2017-01-18 21:00:00,102.0,130.0,90.0,0.3,4.0,42.0
gucheng_aq,2017-01-18 22:00:00,96.0,133.0,88.0,2.8,4.0,38.0
gucheng_aq,2017-01-18 23:00:00,110.0,147.0,89.0,2.8,5.0,34.0
gucheng_aq,2017-01-19 00:00:00,118.0,168.0,84.0,2.9,5.0,28.0
gucheng_aq,2017-01-19 01:00:00,96.0,182.5,71.0,2.2,9.0,28.0
gucheng_aq,2017-01-19 02:00:00,15.0,197.0,13.0,0.5,42.0,8.0
gucheng_aq,2017-01-19 03:00:00,13.0,109.0,10.0,0.4,49.0,5.0
gucheng_aq,2017-01-19 04:00:00,10.0,70.0,10.0,0.4,53.0,4.0
gucheng_aq,2017-01-19 05:00:00,10.0,65.0,11.0,0.4,53.0,4.0
gucheng_aq,2017-01-19 06:00:00,14.0,55.0,10.0,0.4,56.0,5.0
gucheng_aq,2017-01-19 07:00:00,12.0,141.0,9.0,0.4,51.0,4.5
gucheng_aq,2017-01-19 08:00:00,12.0,123.0,10.5,0.4,51.66666666666666,4.0
gucheng_aq,2017-01-19 09:00:00,11.0,54.0,12.0,0.4,52.333333333333336,5.0
gucheng_aq,2017-01-19 10:00:00,11.0,78.0,13.0,0.4,53.0,5.0
gucheng_aq,2017-01-19 11:00:00,11.0,125.0,10.0,0.4,55.0,4.0
gucheng_aq,2017-01-19 12:00:00,9.0,88.0,9.0,0.4,57.0,3.0
gucheng_aq,2017-01-19 13:00:00,6.0,43.0,10.0,0.4,56.0,2.0
gucheng_aq,2017-01-19 14:00:00,4.0,23.0,8.0,0.4,57.0,2.0
gucheng_aq,2017-01-19 15:00:00,6.0,15.5,8.0,0.4,56.0,2.0
gucheng_aq,2017-01-19 16:00:00,3.0,8.0,8.0,0.4,56.0,3.0
gucheng_aq,2017-01-19 17:00:00,5.0,24.0,8.0,0.4,56.0,4.0
gucheng_aq,2017-01-19 18:00:00,6.0,20.0,7.0,0.4,57.0,3.0
gucheng_aq,2017-01-19 19:00:00,5.0,22.0,6.0,0.4,59.0,2.0
gucheng_aq,2017-01-19 20:00:00,4.0,7.0,5.0,0.4,60.0,2.0
gucheng_aq,2017-01-19 21:00:00,5.0,12.0,7.0,0.4,59.0,2.0
gucheng_aq,2017-01-19 22:00:00,6.0,16.0,11.0,0.4,54.0,2.0
gucheng_aq,2017-01-19 23:00:00,7.0,25.0,19.0,0.5,48.0,2.0
gucheng_aq,2017-01-20 00:00:00,10.0,32.0,56.0,0.9,20.0,7.0
gucheng_aq,2017-01-20 01:00:00,21.0,61.0,46.0,1.1,26.0,14.0
gucheng_aq,2017-01-20 02:00:00,26.0,31.0,41.0,0.1,33.0,11.0
gucheng_aq,2017-01-20 03:00:00,31.0,48.0,26.0,0.9,43.0,13.0
gucheng_aq,2017-01-20 04:00:00,29.0,49.0,25.0,0.9,48.0,11.0
gucheng_aq,2017-01-20 05:00:00,32.0,37.0,25.0,0.8,49.0,12.0
gucheng_aq,2017-01-20 06:00:00,25.0,34.0,23.0,0.7,52.0,12.0
gucheng_aq,2017-01-20 07:00:00,32.0,56.0,27.0,0.8,52.0,14.0
gucheng_aq,2017-01-20 08:00:00,30.0,49.0,27.0,0.8,53.0,13.0
gucheng_aq,2017-01-20 09:00:00,35.0,58.0,27.0,0.8,59.0,13.0
gucheng_aq,2017-01-20 10:00:00,44.0,69.0,36.0,0.9,48.0,10.0
gucheng_aq,2017-01-20 11:00:00,46.0,82.0,54.0,0.1,33.0,14.0
gucheng_aq,2017-01-20 12:00:00,59.0,102.0,78.0,1.3,17.0,22.0
gucheng_aq,2017-01-20 13:00:00,76.0,109.0,74.0,1.5,18.0,26.0
gucheng_aq,2017-01-20 14:00:00,83.0,107.0,69.0,1.6,18.0,27.0
gucheng_aq,2017-01-20 15:00:00,77.0,87.0,75.0,1.4,13.0,22.0
gucheng_aq,2017-01-20 16:00:00,70.0,97.0,80.0,1.6,6.0,19.0
gucheng_aq,2017-01-20 17:00:00,59.0,62.0,68.0,1.5,10.0,16.0
gucheng_aq,2017-01-20 18:00:00,46.0,51.0,39.0,1.2,27.0,13.0
gucheng_aq,2017-01-20 19:00:00,54.0,83.0,74.0,2.5,10.0,26.0
gucheng_aq,2017-01-20 20:00:00,69.0,90.0,87.0,2.6,4.0,29.0
gucheng_aq,2017-01-20 21:00:00,57.0,65.0,61.0,1.9,19.0,25.0
gucheng_aq,2017-01-20 22:00:00,19.0,87.0,17.0,0.6,50.0,9.0
gucheng_aq,2017-01-20 23:00:00,5.0,44.0,9.0,0.4,59.0,3.0
gucheng_aq,2017-01-21 00:00:00,8.0,35.0,14.0,0.4,54.0,3.0
gucheng_aq,2017-01-21 01:00:00,7.0,36.0,10.0,0.5,55.0,3.0
gucheng_aq,2017-01-21 02:00:00,7.0,26.0,10.0,0.5,55.0,3.0
gucheng_aq,2017-01-21 03:00:00,7.0,47.0,10.0,0.5,56.0,3.0
gucheng_aq,2017-01-21 04:00:00,12.0,104.0,9.0,0.5,56.0,3.0
gucheng_aq,2017-01-21 05:00:00,10.0,100.0,9.0,0.5,55.0,3.0
gucheng_aq,2017-01-21 06:00:00,7.0,93.0,9.0,0.5,55.0,3.0
gucheng_aq,2017-01-21 07:00:00,11.0,79.0,9.0,0.5,55.0,2.0
gucheng_aq,2017-01-21 08:00:00,9.0,55.0,10.0,0.5,54.0,3.0
gucheng_aq,2017-01-21 09:00:00,8.0,40.0,12.0,0.5,53.0,3.0
gucheng_aq,2017-01-21 10:00:00,6.0,47.0,10.0,0.5,53.0,3.0
gucheng_aq,2017-01-21 11:00:00,8.0,35.0,10.0,0.5,55.0,2.0
gucheng_aq,2017-01-21 12:00:00,5.0,23.0,10.0,0.4,56.0,2.0
gucheng_aq,2017-01-21 13:00:00,8.0,23.0,21.0,0.6,46.0,4.0
gucheng_aq,2017-01-21 14:00:00,10.0,23.0,33.0,0.6,36.0,6.0
gucheng_aq,2017-01-21 15:00:00,11.0,25.0,34.0,0.7,34.0,7.0
gucheng_aq,2017-01-21 16:00:00,15.0,22.0,44.0,1.1,27.0,11.0
gucheng_aq,2017-01-21 17:00:00,14.0,25.0,45.0,1.1,26.0,12.0
gucheng_aq,2017-01-21 18:00:00,16.0,28.0,51.0,1.5,22.0,15.0
gucheng_aq,2017-01-21 19:00:00,17.0,26.0,56.0,1.3,18.0,14.0
gucheng_aq,2017-01-21 20:00:00,15.0,20.0,44.0,1.1,25.0,12.0
gucheng_aq,2017-01-21 21:00:00,14.0,20.0,40.0,1.1,27.0,11.0
gucheng_aq,2017-01-21 22:00:00,13.0,18.0,46.0,1.1,22.0,11.0
gucheng_aq,2017-01-21 23:00:00,13.0,18.0,68.0,1.4,9.0,13.0
gucheng_aq,2017-01-22 00:00:00,12.0,24.0,50.0,0.1,23.0,10.0
gucheng_aq,2017-01-22 01:00:00,15.0,34.0,46.0,0.1,26.0,13.0
gucheng_aq,2017-01-22 02:00:00,16.0,31.0,35.0,0.1,34.0,13.0
gucheng_aq,2017-01-22 03:00:00,17.0,29.0,36.0,1.1,25.0,17.0
gucheng_aq,2017-01-22 04:00:00,19.0,28.0,35.0,0.9,38.0,12.0
gucheng_aq,2017-01-22 05:00:00,23.0,40.0,33.0,0.9,40.0,12.0
gucheng_aq,2017-01-22 06:00:00,34.0,70.0,35.0,0.1,40.0,17.0
gucheng_aq,2017-01-22 07:00:00,3.0,6.0,29.0,1.1,36.0,15.0
gucheng_aq,2017-01-22 08:00:00,3.0,6.0,31.0,1.1,55.0,17.0
gucheng_aq,2017-01-22 09:00:00,57.0,99.0,35.0,1.2,56.0,17.0
gucheng_aq,2017-01-22 10:00:00,75.0,108.0,47.0,1.4,41.0,19.0
gucheng_aq,2017-01-22 11:00:00,74.0,117.0,53.0,1.3,45.0,18.0
gucheng_aq,2017-01-22 12:00:00,83.0,126.0,89.0,1.8,16.0,23.0
gucheng_aq,2017-01-22 13:00:00,47.0,53.0,90.0,1.6,6.0,23.0
gucheng_aq,2017-01-22 14:00:00,32.0,44.0,80.0,1.3,2.0,18.0
gucheng_aq,2017-01-22 15:00:00,41.0,67.0,76.0,1.4,6.0,20.0
gucheng_aq,2017-01-22 16:00:00,33.0,47.0,59.0,1.2,18.0,20.0
gucheng_aq,2017-01-22 17:00:00,24.0,27.0,54.0,1.2,22.0,19.0
gucheng_aq,2017-01-22 18:00:00,22.0,24.0,42.0,1.1,30.0,17.0
gucheng_aq,2017-01-22 19:00:00,17.0,21.25,31.0,0.1,37.0,12.0
gucheng_aq,2017-01-22 20:00:00,13.0,18.5,24.0,0.8,41.0,9.0
gucheng_aq,2017-01-22 21:00:00,11.0,15.75,26.0,0.8,40.0,8.0
gucheng_aq,2017-01-22 22:00:00,11.0,13.0,26.0,0.8,40.0,8.0
gucheng_aq,2017-01-22 23:00:00,13.0,27.0,35.0,0.8,34.0,10.0
gucheng_aq,2017-01-23 00:00:00,16.0,30.0,50.0,1.1,23.0,14.0
gucheng_aq,2017-01-23 01:00:00,18.0,29.0,54.0,1.2,21.0,15.0
gucheng_aq,2017-01-23 02:00:00,22.0,33.0,50.0,1.1,25.0,13.0
gucheng_aq,2017-01-23 03:00:00,24.0,43.0,45.0,1.3,28.0,16.0
gucheng_aq,2017-01-23 04:00:00,26.0,34.0,49.0,1.4,28.0,17.0
gucheng_aq,2017-01-23 05:00:00,26.0,37.0,44.0,1.1,35.0,12.0
gucheng_aq,2017-01-23 06:00:00,28.0,51.0,46.0,0.1,36.0,10.0
gucheng_aq,2017-01-23 07:00:00,34.0,42.0,50.0,0.1,37.0,10.0
gucheng_aq,2017-01-23 08:00:00,46.0,79.0,57.0,1.1,33.0,15.0
gucheng_aq,2017-01-23 09:00:00,46.0,59.0,71.0,1.1,23.0,15.0
gucheng_aq,2017-01-23 10:00:00,45.0,69.0,84.0,1.2,15.0,16.0
gucheng_aq,2017-01-23 11:00:00,49.0,65.0,90.0,1.4,9.0,19.0
gucheng_aq,2017-01-23 12:00:00,50.0,90.0,94.0,1.7,5.0,19.0
gucheng_aq,2017-01-23 13:00:00,63.0,81.0,89.0,1.8,2.0,17.0
gucheng_aq,2017-01-23 14:00:00,53.0,77.0,85.0,1.7,6.0,19.0
gucheng_aq,2017-01-23 16:00:00,52.0,59.0,75.0,1.5,2.0,15.0
gucheng_aq,2017-01-23 18:00:00,51.0,59.0,73.0,1.6,2.0,14.0
gucheng_aq,2017-01-23 19:00:00,47.0,52.0,68.0,1.5,2.0,12.0
gucheng_aq,2017-01-23 20:00:00,48.0,51.0,65.0,1.5,2.0,12.0
gucheng_aq,2017-01-23 21:00:00,50.0,52.0,59.0,1.6,2.0,13.0
gucheng_aq,2017-01-23 22:00:00,50.0,64.0,58.0,1.6,3.0,16.0
gucheng_aq,2017-01-23 23:00:00,67.0,89.0,79.0,2.4,2.0,33.0
gucheng_aq,2017-01-24 01:00:00,59.0,85.0,72.0,2.1,3.0,26.0
gucheng_aq,2017-01-24 02:00:00,56.0,78.0,67.0,0.2,11.0,26.0
gucheng_aq,2017-01-24 03:00:00,64.0,88.0,69.0,2.2,16.0,27.0
gucheng_aq,2017-01-24 05:00:00,81.0,91.0,80.0,0.2,21.0,28.0
gucheng_aq,2017-01-24 06:00:00,88.0,101.0,87.0,0.2,22.0,27.0
gucheng_aq,2017-01-24 07:00:00,104.0,129.0,93.0,2.1,21.0,31.0
gucheng_aq,2017-01-24 08:00:00,125.0,151.0,99.0,2.3,22.0,40.0
gucheng_aq,2017-01-24 10:00:00,137.0,161.0,109.0,2.6,15.0,39.0
gucheng_aq,2017-01-24 11:00:00,149.0,183.0,125.0,2.9,6.0,48.0
gucheng_aq,2017-01-24 16:00:00,170.0,186.0,107.0,3.1,3.0,55.0
gucheng_aq,2017-01-24 17:00:00,168.0,171.0,101.0,3.2,3.0,40.0
gucheng_aq,2017-01-24 18:00:00,148.0,167.5,98.0,3.1,3.0,34.0
gucheng_aq,2017-01-24 19:00:00,144.0,164.0,95.0,0.3,3.0,32.0
gucheng_aq,2017-01-24 20:00:00,134.0,160.5,93.0,2.8,2.0,32.0
gucheng_aq,2017-01-24 21:00:00,149.0,157.0,106.0,4.8,6.0,50.0
gucheng_aq,2017-01-24 22:00:00,133.0,148.33333333333334,95.0,2.9,4.0,32.0
gucheng_aq,2017-01-24 23:00:00,127.0,139.66666666666666,94.0,2.8,4.0,30.0
gucheng_aq,2017-01-25 00:00:00,124.0,131.0,90.0,2.5,3.0,26.0
gucheng_aq,2017-01-25 02:00:00,139.0,168.0,85.0,2.9,10.0,37.0
gucheng_aq,2017-01-25 03:00:00,167.0,184.0,101.0,3.6,15.0,50.0
gucheng_aq,2017-01-25 04:00:00,161.0,166.0,101.0,3.3,18.0,49.0
gucheng_aq,2017-01-25 05:00:00,164.0,176.0,103.0,3.2,21.0,49.0
gucheng_aq,2017-01-25 07:00:00,189.0,200.0,115.0,0.3,18.0,53.0
gucheng_aq,2017-01-25 08:00:00,194.0,200.0,118.0,0.3,19.0,49.0
gucheng_aq,2017-01-25 09:00:00,192.0,211.0,114.0,0.3,19.0,48.0
gucheng_aq,2017-01-25 10:00:00,215.0,230.0,124.0,3.2,10.0,48.0
gucheng_aq,2017-01-25 11:00:00,224.0,233.0,126.0,3.3,6.0,45.0
gucheng_aq,2017-01-25 12:00:00,233.0,238.0,132.0,3.6,4.0,43.0
gucheng_aq,2017-01-25 20:00:00,241.0,246.0,119.0,4.7,2.0,47.0
gucheng_aq,2017-01-25 21:00:00,248.0,254.0,119.0,4.6,2.0,50.0
gucheng_aq,2017-01-25 22:00:00,270.0,261.0,119.0,5.2,2.0,54.0
gucheng_aq,2017-01-26 00:00:00,268.0,268.0,116.0,4.7,2.0,50.0
gucheng_aq,2017-01-26 01:00:00,250.0,251.0,111.0,4.1,2.0,48.0
gucheng_aq,2017-01-26 02:00:00,265.0,286.0,108.0,4.1,2.0,46.0
gucheng_aq,2017-01-26 03:00:00,267.0,191.5,106.0,4.1,4.0,53.0
gucheng_aq,2017-01-26 07:00:00,15.0,97.0,11.0,0.3,29.0,4.0
gucheng_aq,2017-01-26 20:00:00,6.0,66.66666666666667,5.0,0.2,54.0,2.0
gucheng_aq,2017-01-26 21:00:00,4.0,36.333333333333336,9.0,0.2,52.0,3.0
gucheng_aq,2017-01-26 22:00:00,3.0,6.0,16.0,0.4,45.0,5.0
gucheng_aq,2017-01-26 23:00:00,9.0,22.0,25.0,0.5,36.0,7.0
gucheng_aq,2017-01-27 00:00:00,13.0,20.0,27.0,0.7,32.0,12.0
gucheng_aq,2017-01-27 01:00:00,25.0,37.0,23.0,0.9,35.0,17.0
gucheng_aq,2017-01-27 02:00:00,37.0,58.0,21.0,0.9,39.0,17.0
gucheng_aq,2017-01-27 03:00:00,42.0,60.0,17.0,0.7,48.0,23.0
gucheng_aq,2017-01-27 04:00:00,37.0,86.0,14.0,0.6,54.0,14.0
gucheng_aq,2017-01-27 07:00:00,56.0,95.0,16.0,0.6,62.0,16.0
gucheng_aq,2017-01-27 08:00:00,69.0,102.0,17.0,0.6,66.0,16.0
gucheng_aq,2017-01-27 09:00:00,63.0,93.0,19.0,0.7,63.0,16.0
gucheng_aq,2017-01-27 10:00:00,69.0,114.0,26.0,0.8,56.0,22.0
gucheng_aq,2017-01-27 11:00:00,107.0,174.0,40.0,0.1,41.0,33.0
gucheng_aq,2017-01-27 12:00:00,152.0,256.0,44.0,1.1,35.0,46.0
gucheng_aq,2017-01-27 13:00:00,224.0,349.0,58.0,1.4,23.0,68.0
gucheng_aq,2017-01-27 14:00:00,278.0,419.0,67.0,1.5,16.0,83.0
gucheng_aq,2017-01-27 15:00:00,343.0,492.0,69.0,1.7,13.0,92.0
gucheng_aq,2017-01-27 16:00:00,442.0,685.0,83.0,1.9,5.0,156.0
gucheng_aq,2017-01-27 17:00:00,739.0,1000.0,84.0,2.2,6.0,247.0
gucheng_aq,2017-01-27 18:00:00,767.0,994.0,77.0,2.2,3.0,169.0
gucheng_aq,2017-01-27 19:00:00,566.0,738.0,76.0,2.5,2.0,138.0
gucheng_aq,2017-01-27 20:00:00,453.0,536.0,82.0,3.1,2.0,113.0
gucheng_aq,2017-01-27 21:00:00,383.0,597.0,81.0,2.9,2.0,105.0
gucheng_aq,2017-01-27 22:00:00,526.0,771.0,89.0,3.1,14.0,136.0
gucheng_aq,2017-01-27 23:00:00,563.0,777.0,87.0,2.6,16.0,134.0
gucheng_aq,2017-01-28 00:00:00,464.0,566.0,79.0,2.2,6.0,114.0
gucheng_aq,2017-01-28 01:00:00,350.0,453.0,72.0,0.2,7.0,100.0
gucheng_aq,2017-01-28 02:00:00,322.0,440.0,70.0,2.1,8.0,98.0
gucheng_aq,2017-01-28 03:00:00,306.0,391.0,65.0,0.2,10.0,96.0
gucheng_aq,2017-01-28 04:00:00,256.0,321.0,58.0,1.9,17.0,94.0
gucheng_aq,2017-01-28 05:00:00,243.0,295.0,57.0,0.2,21.0,93.0
gucheng_aq,2017-01-28 06:00:00,223.0,277.0,56.0,1.9,26.0,92.0
gucheng_aq,2017-01-28 07:00:00,216.0,279.0,60.0,0.2,27.0,91.0
gucheng_aq,2017-01-28 08:00:00,227.0,291.0,63.0,2.1,25.0,87.0
gucheng_aq,2017-01-28 09:00:00,223.0,288.0,66.0,2.2,24.0,81.0
gucheng_aq,2017-01-28 10:00:00,234.0,309.0,80.0,2.4,13.0,78.0
gucheng_aq,2017-01-28 11:00:00,246.0,321.0,98.0,2.6,2.0,74.0
gucheng_aq,2017-01-28 12:00:00,259.0,339.0,98.0,2.7,2.0,78.0
gucheng_aq,2017-01-28 13:00:00,296.0,367.0,91.0,2.8,2.0,71.0
gucheng_aq,2017-01-28 14:00:00,262.0,339.0,83.0,2.5,2.0,66.0
gucheng_aq,2017-01-28 15:00:00,259.0,335.0,81.0,2.6,2.0,61.0
gucheng_aq,2017-01-28 16:00:00,235.0,282.0,70.0,2.5,2.0,55.0
gucheng_aq,2017-01-28 17:00:00,238.0,320.0,83.0,3.1,2.0,66.0
gucheng_aq,2017-01-28 18:00:00,200.0,196.5,61.0,2.6,12.0,57.0
gucheng_aq,2017-01-28 19:00:00,34.0,73.0,10.0,0.5,45.0,8.0
gucheng_aq,2017-01-28 20:00:00,8.0,89.0,5.0,0.3,49.0,3.0
gucheng_aq,2017-01-28 21:00:00,11.0,137.0,6.0,0.3,51.0,3.0
gucheng_aq,2017-01-28 22:00:00,13.0,150.0,6.0,0.3,52.0,3.0
gucheng_aq,2017-01-28 23:00:00,8.0,77.0,6.0,0.3,52.0,3.0
gucheng_aq,2017-01-29 00:00:00,8.0,67.0,7.0,0.3,49.0,3.0
gucheng_aq,2017-01-29 01:00:00,8.0,46.0,7.0,0.3,47.0,3.0
gucheng_aq,2017-01-29 02:00:00,3.0,34.0,8.0,0.3,48.0,3.0
gucheng_aq,2017-01-29 03:00:00,7.0,37.0,9.0,0.3,47.0,3.0
gucheng_aq,2017-01-29 04:00:00,11.0,37.0,10.0,0.3,48.0,5.0
gucheng_aq,2017-01-29 05:00:00,9.0,46.0,7.0,0.3,51.0,4.0
gucheng_aq,2017-01-29 06:00:00,12.0,43.0,7.0,0.3,52.0,4.0
gucheng_aq,2017-01-29 07:00:00,13.0,40.0,7.0,0.3,52.0,4.0
gucheng_aq,2017-01-29 08:00:00,11.0,36.0,8.0,0.3,52.0,5.0
gucheng_aq,2017-01-29 09:00:00,16.0,39.0,8.0,0.3,51.0,4.0
gucheng_aq,2017-01-29 10:00:00,13.0,36.0,10.0,0.4,50.0,5.0
gucheng_aq,2017-01-29 11:00:00,14.0,30.0,11.0,0.4,49.0,5.0
gucheng_aq,2017-01-29 12:00:00,11.0,31.0,11.0,0.4,49.0,5.0
gucheng_aq,2017-01-29 13:00:00,12.0,16.0,11.0,0.4,49.0,4.0
gucheng_aq,2017-01-29 14:00:00,8.0,12.0,9.0,0.3,51.0,4.0
gucheng_aq,2017-01-29 15:00:00,5.0,15.0,10.0,0.3,50.0,4.0
gucheng_aq,2017-01-29 16:00:00,6.0,9.0,12.0,0.4,48.0,5.0
gucheng_aq,2017-01-29 17:00:00,7.0,12.0,12.0,0.3,47.0,5.0
gucheng_aq,2017-01-29 18:00:00,3.0,12.0,6.0,0.3,51.0,4.0
gucheng_aq,2017-01-29 19:00:00,5.0,9.0,11.0,0.4,47.0,6.0
gucheng_aq,2017-01-29 20:00:00,3.0,6.0,7.0,0.3,50.0,3.0
gucheng_aq,2017-01-29 21:00:00,3.0,7.0,6.0,0.3,50.0,2.0
gucheng_aq,2017-01-29 22:00:00,4.0,8.0,13.0,0.4,44.0,5.0
gucheng_aq,2017-01-29 23:00:00,6.0,18.0,22.0,0.5,37.0,8.0
gucheng_aq,2017-01-30 00:00:00,9.0,21.0,28.0,0.6,31.0,11.0
gucheng_aq,2017-01-30 01:00:00,9.0,28.0,26.0,0.7,35.0,12.0
gucheng_aq,2017-01-30 02:00:00,13.0,15.0,25.0,0.8,37.0,14.0
gucheng_aq,2017-01-30 03:00:00,12.0,14.0,20.0,0.6,43.0,10.0
gucheng_aq,2017-01-30 04:00:00,13.0,14.0,17.0,0.5,46.0,7.0
gucheng_aq,2017-01-30 05:00:00,10.0,14.0,15.0,0.5,49.0,5.0
